Indicator,Geographic Area,Geographic Identifier,Race,Sex,Age,Time Period,n (Unweighted),Estimate % (weighted),2.5%,97.5%
Presumed vaccination without infection,South Carolina,45,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,1,10.55,1.24,52.49
Presumed vaccination without infection,South Carolina,45,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,6,18.42,8.89,34.32
Presumed vaccination without infection,South Carolina,45,Non-Hispanic White,Overall,Overall,2022 Quarter 4,177,18.15,12.81,25.07
Presumed vaccination without infection,South Carolina,45,Other,Overall,Overall,2022 Quarter 4,1,14.74,1.57,65.22
Presumed vaccination without infection,South Dakota,46,Hispanic,Overall,Overall,2022 Quarter 4,5,27.77,11.49,53.24
Presumed vaccination without infection,South Dakota,46,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,4,76.79,34.89,95.34
Presumed vaccination without infection,South Dakota,46,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Presumed vaccination without infection,South Dakota,46,Non-Hispanic White,Overall,Overall,2022 Quarter 4,81,10.08,7.9,12.79
Presumed vaccination without infection,South Dakota,46,Other,Overall,Overall,2022 Quarter 4,5,26.85,10,54.8
Presumed vaccination without infection,Tennessee,47,Hispanic,Overall,Overall,2022 Quarter 4,4,27.64,8.24,61.89
Presumed vaccination without infection,Tennessee,47,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,5,50.05,21.17,78.9
Presumed vaccination without infection,Tennessee,47,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,20,23.78,14.73,36.05
Presumed vaccination without infection,Tennessee,47,Non-Hispanic White,Overall,Overall,2022 Quarter 4,158,12.74,10.47,15.42
Presumed vaccination without infection,Tennessee,47,Other,Overall,Overall,2022 Quarter 4,1,7.72,1.05,39.71
Presumed vaccination without infection,Texas,48,Hispanic,Overall,Overall,2022 Quarter 4,122,13.29,10.9,16.1
Presumed vaccination without infection,Texas,48,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,5,16.02,4.64,42.77
Presumed vaccination without infection,Texas,48,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,3,10.17,3.26,27.58
Presumed vaccination without infection,Texas,48,Non-Hispanic White,Overall,Overall,2022 Quarter 4,124,14.95,11.82,18.73
Presumed vaccination without infection,Texas,48,Other,Overall,Overall,2022 Quarter 4,7,19.37,9.24,36.18
Presumed vaccination without infection,Utah,49,Hispanic,Overall,Overall,2022 Quarter 4,5,10.18,2.92,29.92
Presumed vaccination without infection,Utah,49,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,2,10.47,1.2,53.01
Presumed vaccination without infection,Utah,49,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,,,
Presumed vaccination without infection,Utah,49,Non-Hispanic White,Overall,Overall,2022 Quarter 4,213,15.72,13.17,18.67
Presumed vaccination without infection,Utah,49,Other,Overall,Overall,2022 Quarter 4,2,23.59,2.84,76.55
Presumed vaccination without infection,Virginia,51,Hispanic,Overall,Overall,2022 Quarter 4,8,19.1,9.02,36
Presumed vaccination without infection,Virginia,51,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,7,36.01,17.35,60.13
Presumed vaccination without infection,Virginia,51,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,8,17.88,8.83,32.86
Presumed vaccination without infection,Virginia,51,Non-Hispanic White,Overall,Overall,2022 Quarter 4,498,27.21,22.26,32.8
Presumed vaccination without infection,Virginia,51,Other,Overall,Overall,2022 Quarter 4,4,22,7.31,50.21
Presumed vaccination without infection,Vermont,50,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Presumed vaccination without infection,Vermont,50,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,2,100,34.24,100
Presumed vaccination without infection,Vermont,50,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Presumed vaccination without infection,Vermont,50,Non-Hispanic White,Overall,Overall,2022 Quarter 4,89,31.51,24.57,39.39
Presumed vaccination without infection,Vermont,50,Other,Overall,Overall,2022 Quarter 4,0,,,
Presumed vaccination without infection,Washington,53,Hispanic,Overall,Overall,2022 Quarter 4,10,18.93,10.65,31.39
Presumed vaccination without infection,Washington,53,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,3,20.08,6.61,47.14
Presumed vaccination without infection,Washington,53,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,1,13.73,1.51,62.29
Presumed vaccination without infection,Washington,53,Non-Hispanic White,Overall,Overall,2022 Quarter 4,349,24,19.92,28.6
Presumed vaccination without infection,Washington,53,Other,Overall,Overall,2022 Quarter 4,5,29.27,10.08,60.44
Presumed vaccination without infection,Wisconsin,55,Hispanic,Overall,Overall,2022 Quarter 4,3,20.98,4.55,59.68
Presumed vaccination without infection,Wisconsin,55,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,3,47.79,16.26,81.19
Presumed vaccination without infection,Wisconsin,55,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Presumed vaccination without infection,Wisconsin,55,Non-Hispanic White,Overall,Overall,2022 Quarter 4,477,18.36,16.23,20.69
Presumed vaccination without infection,Wisconsin,55,Other,Overall,Overall,2022 Quarter 4,2,18.75,4.45,53.37
Presumed vaccination without infection,West Virginia,54,Hispanic,Overall,Overall,2022 Quarter 4,1,19.24,1.59,77.84
Presumed vaccination without infection,West Virginia,54,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Presumed vaccination without infection,West Virginia,54,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,,,
Presumed vaccination without infection,West Virginia,54,Non-Hispanic White,Overall,Overall,2022 Quarter 4,56,18.86,14.59,24.04
Presumed vaccination without infection,West Virginia,54,Other,Overall,Overall,2022 Quarter 4,0,0,,
Presumed vaccination without infection,Wyoming,56,Hispanic,Overall,Overall,2022 Quarter 4,6,21.37,7.43,47.92
Presumed vaccination without infection,Wyoming,56,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,1,76.51,4.01,99.61
Presumed vaccination without infection,Wyoming,56,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,1,36.05,3.01,91.11
Presumed vaccination without infection,Wyoming,56,Non-Hispanic White,Overall,Overall,2022 Quarter 4,84,13.91,10.7,17.9
Presumed vaccination without infection,Wyoming,56,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Alabama,01,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Alabama,01,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Alabama,01,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Alabama,01,Non-Hispanic White,Overall,Overall,2022 Quarter 4,8,2.98,1.26,6.9
Neither past infection nor vaccination,Alabama,01,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Arkansas,05,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Arkansas,05,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,,,
Neither past infection nor vaccination,Arkansas,05,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,,,
Neither past infection nor vaccination,Arkansas,05,Non-Hispanic White,Overall,Overall,2022 Quarter 4,2,3.3,0.8,12.6
Neither past infection nor vaccination,Arkansas,05,Other,Overall,Overall,2022 Quarter 4,0,,,
Neither past infection nor vaccination,Arizona,04,Hispanic,Overall,Overall,2022 Quarter 4,11,1.15,0.62,2.13
Neither past infection nor vaccination,Arizona,04,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,1,0.64,0.11,3.64
Neither past infection nor vaccination,Arizona,04,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,1,0.57,0.1,3.28
Neither past infection nor vaccination,Arizona,04,Non-Hispanic White,Overall,Overall,2022 Quarter 4,169,3.86,3.25,4.57
Neither past infection nor vaccination,Arizona,04,Other,Overall,Overall,2022 Quarter 4,4,3.91,1.13,12.66
Neither past infection nor vaccination,California,06,Hispanic,Overall,Overall,2022 Quarter 4,20,1.67,1.06,2.64
Neither past infection nor vaccination,California,06,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,9,1.19,0.58,2.42
Neither past infection nor vaccination,California,06,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,1,2.21,0.38,11.83
Neither past infection nor vaccination,California,06,Non-Hispanic White,Overall,Overall,2022 Quarter 4,220,2.76,2.25,3.38
Neither past infection nor vaccination,California,06,Other,Overall,Overall,2022 Quarter 4,5,1.84,0.62,5.3
Neither past infection nor vaccination,Colorado,08,Hispanic,Overall,Overall,2022 Quarter 4,4,0.61,0.21,1.8
Neither past infection nor vaccination,Colorado,08,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,2,1.32,0.35,4.92
Neither past infection nor vaccination,Colorado,08,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Colorado,08,Non-Hispanic White,Overall,Overall,2022 Quarter 4,101,2.11,1.73,2.57
Neither past infection nor vaccination,Colorado,08,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Connecticut,09,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Connecticut,09,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Connecticut,09,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Connecticut,09,Non-Hispanic White,Overall,Overall,2022 Quarter 4,16,2.1,0.87,4.97
Neither past infection nor vaccination,Connecticut,09,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,District of Columbia,11,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,District of Columbia,11,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,District of Columbia,11,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,District of Columbia,11,Non-Hispanic White,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,District of Columbia,11,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Florida,12,Hispanic,Overall,Overall,2022 Quarter 4,0,,,
Neither past infection nor vaccination,Florida,12,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,,,
Neither past infection nor vaccination,Florida,12,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,,,
Neither past infection nor vaccination,Florida,12,Non-Hispanic White,Overall,Overall,2022 Quarter 4,1,14.8,2.16,57.78
Neither past infection nor vaccination,Florida,12,Other,Overall,Overall,2022 Quarter 4,0,,,
Neither past infection nor vaccination,Georgia,13,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Georgia,13,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,1,10.1,1.57,44.12
Neither past infection nor vaccination,Georgia,13,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Georgia,13,Non-Hispanic White,Overall,Overall,2022 Quarter 4,38,1.55,1.02,2.34
Neither past infection nor vaccination,Georgia,13,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Iowa,19,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Iowa,19,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,,,
Neither past infection nor vaccination,Iowa,19,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,,,
Neither past infection nor vaccination,Iowa,19,Non-Hispanic White,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Iowa,19,Other,Overall,Overall,2022 Quarter 4,0,,,
Neither past infection nor vaccination,Idaho,16,Hispanic,Overall,Overall,2022 Quarter 4,1,5.96,0.91,30.41
Neither past infection nor vaccination,Idaho,16,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Idaho,16,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,,,
Neither past infection nor vaccination,Idaho,16,Non-Hispanic White,Overall,Overall,2022 Quarter 4,26,1.66,1.11,2.48
Neither past infection nor vaccination,Idaho,16,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Illinois,17,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Illinois,17,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Illinois,17,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Illinois,17,Non-Hispanic White,Overall,Overall,2022 Quarter 4,29,1.97,1.35,2.86
Neither past infection nor vaccination,Illinois,17,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Indiana,18,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Indiana,18,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Indiana,18,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Indiana,18,Non-Hispanic White,Overall,Overall,2022 Quarter 4,22,1.59,1.01,2.5
Neither past infection nor vaccination,Indiana,18,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Kansas,20,Hispanic,Overall,Overall,2022 Quarter 4,1,4.43,0.72,22.79
Neither past infection nor vaccination,Kansas,20,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Kansas,20,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Kansas,20,Non-Hispanic White,Overall,Overall,2022 Quarter 4,14,1.18,0.69,2.04
Neither past infection nor vaccination,Kansas,20,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Kentucky,21,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Kentucky,21,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Kentucky,21,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Kentucky,21,Non-Hispanic White,Overall,Overall,2022 Quarter 4,8,1.21,0.57,2.56
Neither past infection nor vaccination,Kentucky,21,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Louisiana,22,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Louisiana,22,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Louisiana,22,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,1,1.51,0.25,8.55
Neither past infection nor vaccination,Louisiana,22,Non-Hispanic White,Overall,Overall,2022 Quarter 4,19,4.01,2.2,7.2
Neither past infection nor vaccination,Louisiana,22,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Massachusetts,25,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Massachusetts,25,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Massachusetts,25,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Massachusetts,25,Non-Hispanic White,Overall,Overall,2022 Quarter 4,10,1.03,0.51,2.07
Neither past infection nor vaccination,Massachusetts,25,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Maryland,24,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Maryland,24,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Maryland,24,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Maryland,24,Non-Hispanic White,Overall,Overall,2022 Quarter 4,14,1.37,0.7,2.64
Neither past infection nor vaccination,Maryland,24,Other,Overall,Overall,2022 Quarter 4,1,18.45,2.56,66.06
Neither past infection nor vaccination,Maine,23,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Maine,23,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Maine,23,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,,,
Neither past infection nor vaccination,Maine,23,Non-Hispanic White,Overall,Overall,2022 Quarter 4,9,2.03,1.02,4.02
Neither past infection nor vaccination,Maine,23,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Michigan,26,Hispanic,Overall,Overall,2022 Quarter 4,1,9.41,1.49,41.59
Neither past infection nor vaccination,Michigan,26,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Michigan,26,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Michigan,26,Non-Hispanic White,Overall,Overall,2022 Quarter 4,27,2.39,1.08,5.23
Neither past infection nor vaccination,Michigan,26,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Minnesota,27,Hispanic,Overall,Overall,2022 Quarter 4,1,3.95,0.61,21.47
Neither past infection nor vaccination,Minnesota,27,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Minnesota,27,Non-Hispanic Black,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Minnesota,27,Non-Hispanic White,Overall,Overall,2022 Quarter 4,35,1.49,1,2.2
Neither past infection nor vaccination,Minnesota,27,Other,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Missouri,29,Hispanic,Overall,Overall,2022 Quarter 4,0,0,,
Neither past infection nor vaccination,Missouri,29,Non-Hispanic Asian,Overall,Overall,2022 Quarter 4,0,0,,
